,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,AGEB,Manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,Fecha_Alta,AreaGeo
10,09010722513004324000037880S9,8486484,LA CASA DE TOÑO,RESTAURANTES ANCA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,CALZADA,CALZADA DE LAS ÁGUILAS,1019,0,AMPLIACION LAS AGUILAS,01759,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.22141945,19.35029202,,,,181A,022,722513,,72,722,7225,72251,,COLONIA,2019-11,090100001
11,09015722513006594000037880S4,8486485,LA CASA DE TOÑO,RESTAURANTES ANCA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,CALLE,LONDRES,127,0,JUAREZ,06600,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.16432014,19.42532686,,,,095A,008,722513,,72,722,7225,72251,,COLONIA,2019-11,090150001
12,09007722513017714000037881S2,8486487,LA CASA DE TOÑO,RESTAURANTES MARTOCA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,AVENIDA,TLAHUAC,4409,0,LOMAS ESTRELLA,09890,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.09391729,19.32170602,,,,4429,001,722513,,72,722,7225,72251,,COLONIA,2019-11,090070001
13,09015722513006604000037881S1,8486489,LA CASA DE TOÑO,RESTAURANTES MARTOCA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,AVENIDA,LORENZO BOTURINI,258,0,TRANSITO,06400,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.13295613,19.41793454,,,,106A,011,722513,,72,722,7225,72251,,COLONIA,2019-11,090150001
14,09003722511003124000000000S3,8584278,LA CASA DE TOÑO,INGENIERIA EN ALIMENTOS ADA SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,GRAN SUR,560,,PEDREGAL DE CARRASCO,04700,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,,WWW.LACASADETONO.COM.MX,Fijo,-99.16416463,19.30732723,,,,1641,036,722511,,72,722,7225,72251,,COLONIA,2019-11,090030001
15,09016722513004234000037877S7,8765029,LA CASA DE TOÑO,GASTRONOMICA LCDBC SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,AVENIDA,RODOLFO GAONA,3,0,PERIODISTA,11220,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.21848945,19.45276240,,,,0302,004,722513,,72,722,7225,72251,,COLONIA,2019-11,090160001
16,09007722513017684000037881S7,8939888,LA CASA DE TOÑO,RESTAURANTES MARTOCA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,AVENIDA,TLAHUAC,4409,1,LOMAS ESTRELLAS 2 SECCION,09890,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.09449142,19.32180809,EDIFICIO COMERCIAL Y DE SERVICIOS,PORTAL LOMAS ESTRELLA,JA 01,4429,001,722513,PLANTA BAJA,72,722,7225,72251,EDIFICIO SIN NOMBRE,COLONIA,2019-11,090070001
17,09002722513004513000003470S4,8939933,LA CASA DE TOÑO,INGENIERIA EN ALIMENTOS ADA SA DE CV,Restaurantes con servicio de preparación de antojitos,11 a 30 personas,AVENIDA,AQUILES SERDAN,520,,CENTRO AZCAPOTZALCO,02000,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,,Fijo,-99.18856169,19.47814557,,,,0472,011,722513,,72,722,7225,72251,,COLONIA,2019-11,090020001
18,09007722513017664000037880S9,8940005,LA CASA DE TOÑO,RESTAURANTES ANCA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),4050,,SANTA MARTHA ACATITLA,09510,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,S.ERMITA@LACASADETONO.COM.MX,,Fijo,-99.00644233,19.35608521,CENTRO Y PLAZA COMERCIAL,PLAZA IZTAPALAPA CENTER,,1138,012,722513,PISO 1,72,722,7225,72251,CENTRO Y PLAZA COMERCIAL,PUEBLO,2019-11,090070001
19,09007722513017674000003471S8,8940054,LA CASA DE TOÑO,OPERADORA RESTAURANTERA MAK SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,EJE VIAL,4 ORIENTE (RIO CHURUBUSCO),1635,,AREA FEDERAL CENTRAL DE ABASTOS,09040,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,WWW.LACASADETONO.COM.MX,Fijo,-99.09580302,19.37844526,CENTRO Y PLAZA COMERCIAL,PLAZA CENTRAL,SN,2475,010,722513,PISO 1,72,722,7225,72251,CENTRO Y PLAZA COMERCIAL,COLONIA,2019-11,090070001
20,09015722513006313000003470S9,9165026,LA CASA DE TOÑO,INGENIERIA EN ALIMENTOS ADA SA DE CV,Restaurantes con servicio de preparación de antojitos,11 a 30 personas,CALLE,RÍO LERMA,3,0,RENACIMINETO,06500,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,ATENCION@LACASADETONO.COM.MX,LACASADETONO.COM.MX,Fijo,-99.16181279,19.43173648,EDIFICIO COMERCIAL Y DE SERVICIOS,,,0837,004,722513,,72,722,7225,72251,,COLONIA,2019-11,090150001
21,09015722513006702000000000U3,9287495,LA CASA DE TOÑO,INGENIERIA EN ALIMENTOS ADA SA,Restaurantes con servicio de preparación de antojitos,6 a 10 personas,CALLE,LORENZO BOTURINI,234,,TRANSITO,06820,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.13026266,19.41771691,,,,106A,003,722513,,72,722,7225,72251,,COLONIA,2020-11,090150001
22,09016722513004374000003471S1,9324116,LA CASA DE TOÑO,OPERADORA RESTAURANTERA MAK SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,CALLE,SALVADOR DIAZ MIRON,398,,UN HOGAR PARA NOSOTROS,,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.17140572,19.45103306,,,,0209,004,722513,,72,722,7225,72251,,COLONIA,2020-11,090160001
23,09015722513006684000003471S3,9324117,LA CASA DE TOÑO,OPERADORA RESTAURANTERA MAK SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,AVENIDA,ARCOS DE BELEN,74,,CENTRO,,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.14801043,19.42737081,,,,0875,020,722513,,72,722,7225,72251,,COLONIA,2020-11,090150001
24,09015722110005343111003471S2,6258385,LA CASA DE TOÑO,OPERADORA RESTAURANTERA MAK SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,CALLE,EGIPTO,142,,CLAVERIA,02080,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,WWW.LACASADETONO.COM,Fijo,-99.15235077,19.48886955,,,,0877,027,722513,,72,722,7225,72251,,COLONIA,2014-12,090020001
25,09014722511000186011003470M2,6258577,LA CASA DE TOÑO,INGENIERIA EN ALIMENTOS ADA SA DE CV,Restaurantes con servicio de preparación de antojitos,51 a 100 personas,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTÉMOC),439,0,PIEDAD NARVARTE,03000,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,WWW.LACASADETONO.COM.MX,Fijo,-99.15554023,19.40347082,,,,0011,014,722513,,72,722,7225,72251,,COLONIA,2010-07,090140001
26,09004722511000065011003472S9,6309197,LA CASA DE TOÑO,PROVEEDORA DE ALIMENTOS LIEBE SA DE CV,Restaurantes con servicio de preparación de antojitos,11 a 30 personas,CALLE,SAN JOSÉ DE LOS CEDROS,31,,SAN JOSÉ DE LOS CEDROS,05200,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,WWW.LACASADETONO.COM,Fijo,-99.28721759,19.36409552,,,,0354,008,722513,,72,722,7225,72251,,COLONIA,2010-07,090040001
27,09015722110003613011003472M0,6318368,LA CASA DE TOÑO,PROVEEDORA DE ALIMENTOS LIEBE SA DE CV,Restaurantes con servicio de preparación de antojitos,51 a 100 personas,CALLE,LONDRES,144,0,JUÁREZ,06600,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,WWW.LCASADETONO.COM.MX,Fijo,-99.16527971,19.42473784,,,,095A,006,722513,,72,722,7225,72251,,COLONIA,2010-07,090150001
28,09015722519001461000000000U8,6713554,LA CASA DE TOÑO,RESTAURANTES ANCA SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,LONDRES,127,,JUAREZ,06600,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,LAROSA@LACASADETONO.COM.MX,WWW.LACASADETONO.COM.MX,Fijo,-99.16434345,19.42531579,,,,095A,008,722511,,72,722,7225,72251,,COLONIA,2016-01,090150001
29,09005722511002741011037878M0,6775790,LA CASA DE TOÑO,GRUPO RESTAURANTERO GR2 SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,EJE VIAL,5 NORTE (MONTEVIDEO),363,0,LINDAVISTA,07300,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,WWW.LACASADETONO.COM.MX,Fijo,-99.13378827,19.49097137,OTRO CONGLOMERADO,PLAZA LINDAVISTA,201,0949,022,722513,,72,722,7225,72251,,COLONIA,2017-03,090050001
30,09014722511003851010003472S8,6787533,LA CASA DE TOÑO,PROVEEDORA DE ALIMENTOS LIEBE SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,CALLE,MOTECITO,38,,NÁPOLES,03810,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,WWW.LACASADETONO.COM.MX,Fijo,-99.17375730,19.39474964,EDIFICIO COMERCIAL Y DE SERVICIOS,WORLD TRADE CENTER,2,0219,001,722513,,72,722,7225,72251,,COLONIA,2017-03,090140001
31,09012722513003544000003470S9,6808693,LA CASA DE TOÑO,INGENIERIA EN ALIMENTOS ADA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,PERIFERICO,BOULEVARD ADOLFO RUÍZ CORTINES,5550,0,PEDREGAL DE CARRASCO,04700,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,CARMEN.FLORES@LACASADETONO.COM.MX,WWW.LACASADETONO.COM,Fijo,-99.16424236,19.30125896,EDIFICIO COMERCIAL Y DE SERVICIOS,,101,0182,025,722513,,72,722,7225,72251,,COLONIA,2017-11,090120001
32,09002722513002585001003471M4,6808694,LA CASA DE TOÑO,OPERADORA RESTAURANTERA MAK SA DE CV,Restaurantes con servicio de preparación de antojitos,51 a 100 personas,AVENIDA,EL ROSARIO,1075,0,EL ROSARIO,02100,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,WWW.LACASADETONO.COM.MX,Fijo,-99.20410004,19.50191409,OTRO CONGLOMERADO,TOWN CENTER EL ROSARIO,SN,0928,009,722513,,72,722,7225,72251,,COLONIA,2017-11,090020001
33,09012722513003555001037878S5,6808695,LA CASA DE TOÑO,GRUPO RESTAURANTERO GR2 SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,CALZADA,DE TLALPAN,4385,0,SAN LORENZO HUIPULCO,01437,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,WWW.LACASADETONO.COM.MX,Fijo,-99.15302068,19.29677817,,,,0430,001,722513,,72,722,7225,72251,,COLONIA,2017-11,090120001
34,09002722513004544000003471S9,8001191,LA CASA DE TOÑO,OPERADORA RESTAURANTERA MAK SA DE CV,Restaurantes con servicio de preparación de antojitos,51 a 100 personas,AVENIDA,EL ROSARIO,1025,0,EL ROSARIO,02430,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.20423416,19.50195387,CENTRO Y PLAZA COMERCIAL,TOWN CENTER EL ROSARIO,"2, 3",0928,009,722513,,72,722,7225,72251,,COLONIA,2019-11,090020001
35,09014722513002793000003471S9,8001205,LA CASA DE TOÑO,OPERADORA RESTAURANTERA MAK SA DE CV,Restaurantes con servicio de preparación de antojitos,11 a 30 personas,AVENIDA,INTERIOR (AVENIDA PATRIOTISMO),201,0,SAN PEDRO DE LOS PINOS,03800,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.18105550,19.39590988,EDIFICIO COMERCIAL Y DE SERVICIOS,ONE CIUDAD DE MEXICO PATRIOTISMO,PA 05,0187,026,722513,,72,722,7225,72251,,COLONIA,2019-11,090140001
36,09015722513006554000037881M8,8001261,LA CASA DE TOÑO,RESTAURANTES MARTOCA SA DE CV,Restaurantes con servicio de preparación de antojitos,51 a 100 personas,AVENIDA,FRANCISCO I. MADERO,20,0,CENTRO,06000,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.13878919,19.43385059,,,,0767,001,722513,,72,722,7225,72251,,COLONIA,2019-11,090150001
37,09015722513006564000037881S7,8001262,LA CASA DE TOÑO,RESTAURANTES MARTOCA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,AVENIDA,2 NORTE (MANUEL GONZÁLEZ),10,0,SAN SIMON TOLNUAHUAC,06920,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.14212820,19.45581667,,,,0080,026,722513,,72,722,7225,72251,,COLONIA,2019-11,090150001
38,09014722513002804000037877S4,8001336,LA CASA DE TOÑO,GASTRONOMICA LCDBC SA DE CV,Restaurantes con servicio de preparación de antojitos,51 a 100 personas,CALLE,PERPETUA,35,0,SAN JOSE INSURGENTES,03900,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.18246137,19.36615117,,,,0914,013,722513,,72,722,7225,72251,,COLONIA,2019-11,090140001
39,09007722513017694000037880S6,8001350,LA CASA DE TOÑO,RESTAURANTES ANCA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,CALZADA,8 SUR (CALZADA ERMITA IZTAPALAPA),4050,0,SANTA MARTHA ACATITLA,09510,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.00780546,19.35553274,,,,1138,012,722513,,72,722,7225,72251,,COLONIA,2019-11,090070001
40,09016722513004254000037877S5,8001385,LA CASA DE TOÑO,GASTRONOMICA LCDBC SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,AVENIDA,JAIME BALMES,11,17,POLANCO,11550,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.20998631,19.43724891,,,,0622,006,722513,,72,722,7225,72251,,COLONIA,2019-11,090160001
41,09005722513011494000037877S1,8001386,LA CASA DE TOÑO,GASTRONOMICA LCDBC SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,AVENIDA,ACUEDUCTO DE GUADALUPE,650,0,RESIDENCIAL ZACATENCO,07369,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.12109596,19.50216604,,,,0756,011,722513,,72,722,7225,72251,,COLONIA,2019-11,090050001
42,09002722513004553000003471S0,8001388,LA CASA DE TOÑO,OPERADORA RESTAURANTERA MAK SA DE CV,Restaurantes con servicio de preparación de antojitos,11 a 30 personas,AVENIDA,EL ROSARIO,1025,0,EL ROSARIO,02430,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.20429167,19.50197442,CENTRO Y PLAZA COMERCIAL,TOWN CENTER EL ROSARIO,"2, 3",0928,009,722513,,72,722,7225,72251,,COLONIA,2019-11,090020001
43,09010722513004313000037881S2,8001389,LA CASA DE TOÑO,RESTAURANTES MARTOCA SA DE CV,Restaurantes con servicio de preparación de antojitos,11 a 30 personas,AVENIDA,INSURGENTES SUR,2374,0,CHIMALISTAC,01070,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.18926109,19.34246191,,,,1133,028,722513,,72,722,7225,72251,,COLONIA,2019-11,090100001
44,09007722513017704000003471S3,8001392,LA CASA DE TOÑO,OPERADORA RESTAURANTERA MAK SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,AVENIDA,4 ORIENTE (RÍO CHURUBUSCO),1635,0,CENTRAL DE ABASTO,09040,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.09655580,19.37708477,CENTRO Y PLAZA COMERCIAL,PLAZA CENTRAL,05A,2475,010,722513,,72,722,7225,72251,PLAZA CENTRAL ,COLONIA,2019-11,090070001
45,09015722513006574000037881S6,8001393,LA CASA DE TOÑO,RESTAURANTES MARTOCA SA DE CV,Restaurantes con servicio de preparación de antojitos,31 a 50 personas,CALLE,RÍO NEVA,18,0,RENACIMIENTO,06500,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,LETICIA.DIAZ@LACASADETONO.COM.MX,,Fijo,-99.16251609,19.43174058,,,,0790,014,722513,,72,722,7225,72251,,COLONIA,2019-11,090150001
46,09015722513005456000000000S7,8326201,LA CASA DE TOÑO,CASA DE TOÑO SA DE CV,Restaurantes con servicio de preparación de antojitos,101 a 250 personas,CALLE,LONDRES,144,,JUAREZ,06600,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.16533847,19.42471018,,,,095A,006,722513,,72,722,7225,72251,,COLONIA,2019-11,090150001
47,09015722511000236011037878S2,6257580,RESTAURANTE LA CASA DE TOÑO,GRUPO RESTAURANTERO GR2 SA DE CV,Restaurantes con servicio de preparación de antojitos,11 a 30 personas,CALLE,SABINO,166,0,SANTA MARÍA LA RIBERA,06400,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,LETICIADIAZ@LACASADETONO.COM.MX,WWW.LACASADETONO.COM.MX,Fijo,-99.15990312,19.44952049,,,,0466,003,722513,,72,722,7225,72251,,COLONIA,2010-07,090150001
