,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,AGEB,Manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,Fecha_Alta,AreaGeo
61,09015722211001322020003286S6,6319071,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,CALZADA,LINEA 9 DEL METRO ESTACION CHABACANO,0,,ASTURIAS,15810,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.13536577,19.40908814,,,,1271,005,722516,,72,722,7225,72251,,COLONIA,2010-07,090150001
62,09003722211000873022003404S5,6319072,DOMINO S PIZZA,OPERADORA DE FRANQUICIAS ALSEA SAPI DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,División del Norte,2943,0,EL ROSEDAL,04033,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.14894595,19.34243733,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA MANZANA,10 Y 11,0291,011,722516,,72,722,7225,72251,,COLONIA,2010-07,090030001
63,09007722211001743020003286S0,6319073,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,CALLE,ANDROMEDA,1,,PRADO CHURUBUSCO,09480,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.13369170,19.35879199,,,,0905,006,722516,,72,722,7225,72251,,COLONIA,2010-07,090070001
64,09015722211001393001003286S7,6319440,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,INTERIOR  AVENIDA RÍO CHURUBUSCO,1072,,NUEVA ROSITA,09400,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.10176346,19.37890412,,,,0375,022,722516,,72,722,7225,72251,,COLONIA,2014-12,090070001
65,09014722516000023001003286S6,6319927,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,SANTIAGO,2921,,REFORMA IZTACCIHUATL,08810,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.13282894,19.39111400,,,,0312,014,722516,,72,722,7225,72251,,COLONIA,2010-07,090140001
66,09015722516000043000003286S1,6319946,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,NIÑOS HEROES LINEA 1 ESTACION M. BALDERAS,0,0,DOCTORES,06720,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.14814291,19.42718474,,,,0860,016,722516,,72,722,7225,72251,,COLONIA,2010-07,090150001
67,09002722516000023000003286S1,6319947,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,DEL ROSARIO,1025,,EL ROSARIO    ATZCAPOTZALCO,02430,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.20417737,19.50193357,,,,0928,009,722516,,72,722,7225,72251,,COLONIA,2014-12,090020001
68,09007722516000103002004343S0,6321546,DOMINO S PIZZA,GRUPO TERATO SA DE CV,Restaurantes de autoservicio,51 a 100 personas,AVENIDA,8 SUR (CALZADA ERMITA IZTAPALAPA),2806,0,SANTA MARÍA AZTAHUACÁN,09730,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.03086448,19.34432031,,,,1706,039,722516,,72,722,7225,72251,,COLONIA,2010-07,090070001
69,09016722516000073002004343S6,6321549,DOMINO S PIZZA,GRUPO TERATO SA DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,CHAPULTEPEC,0,0,SAN MIGUEL CHAPULTEPEC,11850,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,,,Fijo,-99.17733788,19.42058132,OTRO CONGLOMERADO,LINEA 1 METRO CDMX,CM 34,0798,075,722516,,72,722,7225,72251,,COLONIA,2010-07,090160001
70,09004722211000041001000000S7,6713304,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,0 a 5 personas,AVENIDA,NOCHE DE PAZ,14,0,VISTA HERMOSA,,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.27818842,19.37294565,,,,041A,039,722516,,72,722,7225,72251,,COLONIA,2016-01,090040001
71,09004722517000503012003286S6,6721573,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CARRETERA,Vasco de Quiroga,3900,0,LOMAS DE SANTA FE,01219,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.27889417,19.36128939,,,,0369,077,722516,,72,722,7225,72251,,COLONIA,2016-01,090040001
72,09004722211000243022003286S9,6729411,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,STIM,1320,0,LOMAS DEL CHAMIZAL,05129,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.26037134,19.38944120,,,,0180,037,722516,,72,722,7225,72251,,COLONIA,2016-01,090040001
73,09003722517001482011004343S4,6733637,DOMINO S PIZZA,GRUPO TERATO SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,AVENIDA DEL IMÁN,151,0,PEDREGAL DE CARRASCO,04700,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,,,Fijo,-99.16395842,19.30806820,CENTRO Y PLAZA COMERCIAL,GRAN SUR,68,1641,036,722516,,72,722,7225,72251,,COLONIA,2016-10,090030001
74,09002722517000802011003286S6,6737456,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALLE,AVENIDA EL ROSARIO,901,,UNIDAD EL ROSARIO,02100,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,,Fijo,-99.19994681,19.50089053,,,,0928,001,722516,,72,722,7225,72251,,COLONIA,2016-10,090020001
75,09004722517000512011003286S7,6775630,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,PROLONGACION,VASCO DE QUIROGA,3850,1072,LOMAS DE SANTA FE,05109,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.27364297,19.36289928,,,,0369,001,722516,,72,722,7225,72251,,COLONIA,2017-03,090040001
76,09016722517001303011003286S4,6775631,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,PEATONAL,1A SECCION DEL BOSQUE DE CHAPULTEPEC,0,,SAN MIGUEL CHAPULTEPEC,06500,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.18931589,19.42121481,,,,0798,001,722516,,72,722,7225,72251,,COLONIA,2017-03,090160001
77,09010722517001462011003286S1,6775632,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,VASCO DE QUIROGA,1684,,PUEBLO SANTA FE,01230,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.18970643,19.34191420,,,,1203,007,722516,,72,722,7225,72251,,COLONIA,2017-03,090100001
78,09007722517003753011003286S7,6775633,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,ERMITA IZTAPALAPA,1853,,LOS ANGELES,09830,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.07369279,19.35030375,,,,141A,017,722516,,72,722,7225,72251,,COLONIA,2017-03,090070001
79,09012722212009881011003286S8,6792343,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CARRETERA,Federal México-Cuernavaca,5595,0,SAN PEDRO MARTIR,14650,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.17075436,19.26873708,,,,1123,010,722516,,72,722,7225,72251,,COLONIA,2017-03,090120001
80,09003722212011871011003286S4,6794310,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALLE,SANTA ANA ESQ. SAN FCO CULHUACAN,218,0,EX EJIDO DE CULHUACAN,04400,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.12658966,19.32996782,,,,0588,006,722516,,72,722,7225,72251,,COLONIA,2017-03,090030001
81,09003722212011881011003286S3,6794398,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALLE,MONSERRAT,149,,PUEBLO DE LA CANDELARIA,04330,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.15354559,19.33230403,,,,0573,045,722516,,72,722,7225,72251,,COLONIA,2017-03,090030001
82,09012722516000213000003286S7,6811853,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,Boulevard Adolfo Ruíz Cortines,4690,0,AMPLIACIÓN JARDÍNES DEL PEDREGAL,04500,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM,Fijo,-99.19620967,19.30198490,,,520,0074,005,722516,,72,722,7225,72251,,COLONIA,2017-11,090120001
83,09002722516000263000003286S3,6811854,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,EJE VIAL,1 PONIENTE  CALZADA VALLEJO,1090,0,SANTA CRUZ DE LAS SALINAS,02340,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.15143226,19.48720507,,,,0877,027,722516,,72,722,7225,72251,,COLONIA,2017-11,090020001
84,09014722516000273000003286S7,6812701,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,CALLE,SAN FRANCISCO,1621,,DEL VALLE,03100,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.17572670,19.37284578,,,,0806,006,722516,,72,722,7225,72251,,COLONIA,2017-11,090140001
85,09015722516000663000003286S6,6812705,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,Paseo de la Reforma,222,0,JUAREZ,06600,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM,Fijo,-99.16191251,19.42918111,OTRO CONGLOMERADO,LINEA 2 DEL METRO,,0803,008,722516,,72,722,7225,72251,,COLONIA,2017-11,090150001
86,09014722516000263001003286S8,6813951,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,INSURGENTES SUR,1548,,CREDITO CONSTRUCTOR,03940,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM,Fijo,-99.14824222,19.36893829,,,,0863,026,722516,,72,722,7225,72251,,COLONIA,2017-11,090140001
87,09016722517000292011000000U0,685659,DOMINO S PIZZA,,Restaurantes de autoservicio,0 a 5 personas,AVENIDA,MEXICO TACUBA,0,0,TACUBA,11410,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",5518033348,Q11818@DOMINOS.COM.MX,,Fijo,-99.18808852,19.45922924,,,,0158,015,722516,,72,722,7225,72251,,COLONIA,2014-12,090160001
88,09016722517000222012003286S7,691794,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,"CHIVATITO, 1A SECC DEL BOSQUE DE",0,,AN MIGUEL CHAPULTEPEC,06500,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.18736195,19.42301860,,,,0798,001,722516,,72,722,7225,72251,,COLONIA,2014-12,090160001
89,09007722517000063010054047S4,732732,DOMINO S PIZZA,PARA SERVIRLE A USTED SA DE CV,Restaurantes de autoservicio,11 a 30 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),4071,,SANTIAGO ACAHUALTEPEC,09600,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.00534483,19.35620497,,,,2564,025,722516,,72,722,7225,72251,,PUEBLO,2014-12,090070001
90,09012722517000103011003286S8,913405,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALZADA,ACOXPA,567,,PRADO COAPA,14350,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.21856214,19.28537066,,,,0657,014,722516,,72,722,7225,72251,,COLONIA,2014-12,090120001
91,09004722517000093011003286S8,919694,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,51 a 100 personas,CALLE,JOSE MA. CASTORENA,232,,EL YAQUI,05200,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.27791293,19.37277049,,,,041A,016,722516,,72,722,7225,72251,,COLONIA,2014-12,090040001
92,09010722517000093011003286S5,921102,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,BOULEVARD,LOPEZ MATEOS,1701,,LOMAS DE PLATEROS,01480,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.26494904,19.37261640,,,,1379,068,722516,,72,722,7225,72251,,COLONIA,2014-12,090100001
93,09002722517000783012003286S8,6706028,DOMINO S PIZZA,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALLE,EGIPTO,142,,CLAVERIA,02080,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM.MX,Fijo,-99.18202210,19.46352006,,,,0805,023,722516,,72,722,7225,72251,,COLONIA,2016-01,090020001
94,09003722211000853002003286S7,6705327,DOMINO S PIZZA SUC 11037,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALLE,CERRO DE LOS HORNOS,15,,COLONIA COPILCO UNIVERSIDAD,04360,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM,Fijo,-99.17833950,19.33601776,,,,054A,013,722516,,72,722,7225,72251,,COLONIA,2016-01,090030001
95,09013722211000091002003286S3,6713284,DOMINO S PIZZA SUC 11140,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,AVENIDA,16 de Septiembre,304,0,COLONIA SANTA MARÍA TEPEPAN,16020,"XOCHIMILCO, Xochimilco, CIUDAD DE MÉXICO",,,,Fijo,-99.13894659,19.28192366,,,D Y E,0014,027,722516,,72,722,7225,72251,,COLONIA,2016-01,090130001
96,09015722211001493000003286S5,6319069,DOMINO S PIZZA SUC 11768,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,PASEO DE LA REFORMA,0,,GUERRERO,06030,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,WWW.DOMINOS.COM,Fijo,-99.14731000,19.43721000,,,,0729,011,722516,,72,722,7225,72251,,COLONIA,2010-07,090150001
97,09017722516000093001003286S2,6307747,DOMINO S PIZZA SUC 11931,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALZADA,General Ignacio Zaragoza,0,0,MOCTEZUMA,15500,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,,,Fijo,-99.09694223,19.41965848,,,,1153,008,722516,,72,722,7225,72251,,COLONIA,2010-07,090170001
98,09012722211000603002003286S7,6709876,DOMINO S PIZZA SUCURSAL 11124,OPERADORA Y PROCESADORA DE PRODUCTOS DE PANIFICACION SA DE CV,Restaurantes de autoservicio,31 a 50 personas,CALLE,INSURGENTES SUR,3724,,PEÑA POBRE,14000,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,,,Fijo,-99.18003883,19.29371935,,,,0375,013,722516,,72,722,7225,72251,,COLONIA,2016-01,090120001
