,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,AGEB,Manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,Fecha_Alta,AreaGeo
11,09017722511002203001003155S6,6848028,OPERADORA VIPS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,AVENIDA,1 Norte (Albañiles),179,0,20 DE NOVIEMBRE,15340,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET.MX,Fijo,-99.11351099,19.43796108,,,,0403,014,722511,,72,722,7225,72251,,ZONA COMERCIAL,2018-03,090170001
12,09004722110000531001003155S1,6794454,OPERADORA VIPS ,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CALLE,Ninguno,84,0,EL YAQUI,05330,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET.MX,Fijo,-99.29830529,19.35429079,,,,0091,004,722511,,72,722,7225,72251,,AMPLIACION,2017-03,090040001
13,09010722511002473001003155S0,6802572,OPERADORA VIPS ,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,AVENIDA,Revolución,1267,0,LOS ALPES,01049,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET.MX,Fijo,-99.18957274,19.36066589,CENTRO Y PLAZA COMERCIAL,,,0987,016,722511,,72,722,7225,72251,,COLONIA,2017-11,090100001
14,09002722515000181000000000U9,680624,PALETERÍA MICHOACANA VIP,,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,AVENIDA,AQUILES SERDAN,1025,11,EL ROSARIO,02100,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,,Fijo,-99.20521224,19.50302436,CENTRO Y PLAZA COMERCIAL,TOWN CENTER EL ROSARIO,CR 11B,0928,009,722515,PISO 2,72,722,7225,72251,CENTRO Y PLAZA COMERCIAL,COLONIA,2014-12,090020001
15,09015722511000145002003155S5,6311723,PORTON,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,AVENIDA,Insurgentes Norte,0,0,GUERRERO,06700,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.15340534,19.44528671,,,,049A,007,722511,,72,722,7225,72251,,COLONIA,2014-12,090150001
16,09017722110000021001003155S5,6306699,PORTON AEROPUERTO,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CONTINUACION,Interior (Boulevard Puerto Aéreo),1,0,FEDERAL,15700,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,,,Fijo,-99.09532723,19.42114554,,,,0795,002,722511,,72,722,7225,72251,,COLONIA,2010-07,090170001
17,09002722110000181002003155S9,6305956,PORTON AZCAPOTZALCO,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CALLE,5 de Mayo,78,0,SANTA CRUZ ATOYAC,02770,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,dramirezc@alsea.com.mx,WWW.ALSEA.NET,Fijo,-99.19288323,19.47123883,,,,0665,004,722511,,72,722,7225,72251,,COLONIA,2010-07,090020001
18,09015722110001091002003155S1,6304508,PORTON BUENAVISTA,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,AVENIDA,1 Norte (Mosqueta),151,0,GUERRERO,06300,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.15306385,19.44608903,,,,049A,007,722511,,72,722,7225,72251,,COLONIA,2010-07,090150001
19,09007722110001411001003155S8,6313995,PORTON CABEZA DE JUAREZ,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CALZADA,Ninguno,1911,0,EJÉRCITO CONSTITUCIONALISTA,09220,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.05913907,19.37766100,,,,547A,001,722511,,72,722,7225,72251,,COLONIA,2010-07,090070001
20,09015722110001191001003155S9,6305169,PORTON CUAUHTEMOC,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,EJE VIAL,1 Poniente (Avenida Cuauhtémoc),19,0,ROMA NORTE,06700,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.CMX,WWW.ALSEA.NET,Fijo,-99.15391648,19.42453237,,,,1017,024,722511,,72,722,7225,72251,,COLONIA,2010-07,090150001
21,09002722110000171002003155S0,6309948,PORTON CUITLAHUAC DF,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,3 Norte (Cuitláhuac),3651,0,HOGAR Y SEGURIDAD,02820,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.16420464,19.47188874,,,,074A,016,722511,,72,722,7225,72251,,COLONIA,2010-07,090020001
22,09017722110000241002003155S9,6310301,PORTON EDUARDO MOLINA,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,EJE VIAL,3 Oriente (Ingeniero Eduardo Molina),115,0,20 DE NOVIEMBRE,15340,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET.MX,Fijo,-99.11398005,19.43839488,,,,0403,019,722511,,72,722,7225,72251,,COLONIA,2010-07,090170001
23,09016722110000291002003155S6,6314714,PORTON LOMAS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,PERIFERICO,Boulevard Manuel Ávila Camacho,487,0,PERIODISTAS,11220,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.CMX,WWW.ALSEA.NET.MX,Fijo,-99.21975656,19.45121465,,,,0302,001,722511,,72,722,7225,72251,,COLONIA,2010-07,090160001
24,09005722110001271002003155S0,6310106,PORTON PLAZA E MOLINA,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CALZADA,5 Norte (Calzada San Juan de Aragón),516,0,D M NACIONAL,07090,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.09577848,19.47837915,,,,3407,001,722511,,72,722,7225,72251,,COLONIA,2010-07,090050001
25,09007722110000231001003155S1,6313594,PORTON PLAZA ORIENTE,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,AVENIDA,Canal de Tezontle,1520,0,ALFONSO TIRADO,09020,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.07646395,19.38327485,CENTRO Y PLAZA COMERCIAL,PLAZA ORIENTE,,2390,011,722511,,72,722,7225,72251,,COLONIA,2010-07,090070001
26,09010722110000131002003155S7,6314962,PORTON SAN JERONIMO,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,San Jerónimo,630,0,JARDINES DEL PEDREGAL,01900,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,dramirezc@alsea.com.mx,WWW.ALSEA.NET,Fijo,-99.20928369,19.33134519,,,,1260,005,722511,,72,722,7225,72251,,COLONIA,2010-07,090100001
27,09016722110000341001003155S9,6315147,PORTON TACUBAYA,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CALLE,Gobernador Ignacio Esteva,16,0,SAN MIGUEL CHAPULTEPEC,11850,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET.MX,Fijo,-99.18367055,19.40950823,,,,1029,017,722511,,72,722,7225,72251,,COLONIA,2010-07,090160001
29,09005722110001161001003155S3,6308401,PORTON TORRES LINDAVISTA,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,Miguel Othón de Mendizabal Oriente,343,0,NUEVA INDUSTRIAL VALLEJO,07700,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.14469925,19.50725989,,,,0525,005,722511,,72,722,7225,72251,,COLONIA,2010-07,090050001
31,09005722110000521101003155S9,6306371,PORTON VALLEJO,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,CALZADA,1 Poniente (Calzada Vallejo),1090,0,INDUSTRIAL VALLEJO,07729,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.15357501,19.48606059,,,,0877,027,722511,,72,722,7225,72251,,COLONIA,2010-07,090020001
32,09012722110000371001003155S5,6314861,PORTON VILLA COAPA,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,PEATONAL,2 Oriente (Avenida Canal de Miramontes),744,0,SAN BARTOLO COAPA,14390,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,,,Fijo,-99.12526179,19.29489542,,,,0483,006,722511,,72,722,7225,72251,,COLONIA,2010-07,090120001
33,09007722511004261000000000U3,8522500,PUESTO DE COMIDA CORRIDA LA VENTANITA VIPS,,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,CENTENO,,,GRANJAS ESMERALDA,09810,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.11715552,19.35432246,,,,1180,019,722511,,72,722,7225,72251,,COLONIA,2019-11,090070001
34,09007561110000101002003155S0,6324719,RAGAZZI PLAZA ORIENTE,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,AVENIDA,CANAL DE TEZONTLE,1520,0,DR ALFONSO ORTIZ TIRADO,09020,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,WWW.VIPS.COM.MX,Fijo,-99.07624707,19.38333921,,,,2390,011,722511,,72,722,7225,72251,,COLONIA,2010-07,090070001
35,09007722511004981000003155S6,8921812,RESTAURANTE VIPS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,PERIFERICO,CANAL DE GARAY,3278,,UH MIRASOLES,09910,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.07713564,19.31557305,CENTRO Y PLAZA COMERCIAL,PARQUE LAS ANTENAS,SN,390A,004,722511,PLANTA BAJA,72,722,7225,72251,CENTRO Y PLAZA COMERCIAL,COLONIA,2019-11,090070001
36,09003722511004411000003155S3,9041880,RESTAURANTE VIPS COPILCO,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,EJE VIAL,10 SUR (AVENIDA PEDRO ENRIQUEZ UREÑA),546,,PUEBLO LOS REYES,04330,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.15729991,19.33522177,,,,0446,001,722511,,72,722,7225,72251,,COLONIA,2019-11,090030001
37,09010722514003971000000000U6,8694932,TACOS DE CECINA Y ARRACHERA V.I.P.,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,AVENIDA,MIGUEL ANGEL DE QUEVEDO,,,AGRICOLA,01050,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,,,Semifijo,-99.18113298,19.34724665,,,,1133,021,722514,,72,722,7225,72251,,COLONIA,2019-11,090100001
38,09005722514008681000000000U6,8277326,TORTAS VIP,,Restaurantes con servicio de preparación de tacos y tortas,0 a 5 personas,CALLE,HIDALGO,12,0,SAN JUAN DE ARAGON,07950,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,,,Fijo,-99.08547876,19.47004175,,,,1951,003,722514,,72,722,7225,72251,,PUEBLO,2019-11,090050001
39,09012722515003871000000000U1,7728508,VIP CAFE,,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,CALLE,FRAY PEDRO DE GANTE,87,,BELISARIO DOMINGUEZ SECCION XVI,14080,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",76916220,,,Fijo,-99.15466170,19.29113905,,,,0426,014,722515,,72,722,7225,72251,,COLONIA,2019-11,090120001
40,09012722511000043002003155S9,6317601,VIPS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CALLE,Cañaverales,222,0,GRANJAS COAPA,14330,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET.MX,Fijo,-99.10789859,19.29383811,,,,1975,001,722511,,72,722,7225,72251,,COLONIA,2010-07,090120001
41,09010722511005241000003155S8,8001334,VIPS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,CALLE,NINGUNO,166,,SAN PEDRO DE LOS PINOS,01180,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.19181804,19.38701422,CENTRO Y PLAZA COMERCIAL,PLAZA EXHIBIMEX TOLTECAS,SN,0135,056,722511,PLANTA BAJA,72,722,7225,72251,CENTRO Y PLAZA COMERCIAL,COLONIA,2019-11,090100001
42,09015722511016584000003155S7,9230372,VIPS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,CALLE,LORENZO BOTURINI,234,,TRANSITO,06820,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.13026266,19.41771691,,,,106A,003,722511,,72,722,7225,72251,,COLONIA,2020-04,090150001
43,09002722511002951000003155S2,8780050,VIPS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,AVENIDA,AQUILES SERDAN,520,,CENTRO AZCAPOTZALCO,02000,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,,,Fijo,-99.18856169,19.47814557,,,,0472,011,722511,,72,722,7225,72251,,COLONIA,2019-11,090020001
45,09002722511000035002003155S6,6311695,VIPS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,El Rosario,1025,0,TIERRA NUEVA,02430,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,dramirezc@alsea.com.mx,WWW.ALSEA.NET,Fijo,-99.20417737,19.50193357,,,,0928,009,722511,,72,722,7225,72251,,COLONIA,2010-07,090020001
46,09007722511000025002003155S6,6311732,VIPS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,CIRCUITO,Interior (Avenida Río Churubusco),583,0,POPULAR,09060,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.12159716,19.36907189,,,,0676,007,722511,,72,722,7225,72251,,COLONIA,2014-12,090070001
47,09015722110001061002003155S4,6305361,VIPS 16 DE SEPTIEMBRE,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,CALLE,16 de Septiembre,81,0,CENTRO,06060,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.13491794,19.43195553,,,,0818,009,722511,,72,722,7225,72251,,COLONIA,2010-07,090150001
48,09017722110000431002003155S6,6306701,VIPS AEROPUERTO,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,General Ignacio Zaragoza,0,0,FEDERAL,15700,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET.MX,Fijo,-99.09470829,19.41938989,,,,0795,003,722511,,72,722,7225,72251,,COLONIA,2010-07,090170001
49,09017722511002211001003155S9,6848353,VIPS AEROPUERTO SALA BRAVO,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AMPLIACION,SONORA,0,0,B,15620,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.08062621,19.43686132,,,,0140,001,722511,,72,722,7225,72251,,FRACCIONAMIENTO,2018-03,090170001
50,09014722110000401000003155S6,6314350,VIPS ALABAMA,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,Alabama,7,0,NAPOLES,03810,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.17334963,19.39160931,,,,0384,012,722511,,72,722,7225,72251,,COLONIA,2010-07,090140001
51,09015722110001131002003155S5,6304411,VIPS AMERICAS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,AVENIDA,Insurgentes Sur,453,0,HIPODROMO CONDESA,06760,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,dramirezc@alsea.com.mx,WWW.ALSEA.NET,Fijo,-99.16846507,19.40654960,,,,1341,012,722511,,72,722,7225,72251,,COLONIA,2010-07,090150001
52,09015722110001581000003155S1,6305172,VIPS ASTURIAS,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CALLE,José Antonio Torres,647,0,ASTURIAS,06700,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.13364717,19.40792190,,,,1500,007,722511,,72,722,7225,72251,,COLONIA,2010-07,090150001
53,09010722110000051002003155S7,6319110,VIPS AXOMIATLA,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CALZADA,Manzana o Edificación Contigua,1819,0,SAN ANTONIO TARANGO,01620,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET.MX,Fijo,-99.24820534,19.34114197,,,,1148,008,722511,,72,722,7225,72251,,COLONIA,2010-07,090100001
54,09002722110000271002003155S8,6308564,VIPS AZCAPOTZALCO,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,CALLE,5 de Mayo,78,0,SANTA CRUZ ACAYUCAN,02770,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,dramirezc@alsea.com.mx,WWW.ALSEA.NET,Fijo,-99.19102147,19.47082920,,,,0665,004,722511,,72,722,7225,72251,,COLONIA,2010-07,090020001
55,09015722110001501002003155S9,6305170,VIPS BOLIVAR,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,Fray Servando Teresa de Mier,45,0,OBRERA,06800,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.14045248,19.42426166,,,,1040,019,722511,,72,722,7225,72251,,COLONIA,2010-07,090150001
56,09007722110000611002003155S4,6306741,VIPS CABEZA DE JUAREZ,OPERADORA VIPS S DE RL DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,PERIFERICO,Canal de San Juan,1911,0,EJERC CONSTITUCIONAL,09208,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,DRAMIREZC@ALSEA.COM.MX,WWW.ALSEA.NET,Fijo,-99.05976631,19.37865590,,,,547A,001,722511,,72,722,7225,72251,,COLONIA,2010-07,090070001
