,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,AGEB,Manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,Fecha_Alta,AreaGeo
10,09017722219015651010003311S1,6794432,STARBUCKS,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,EJE VIAL,1 NORTE (AVENIDA HANGARES DE AVIACIÓN FUERZA AÉREA MEXICANA),10,,AVIACION CIVIL,15620,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.07070673,19.42944243,AEROPUERTO,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,TERMINAL 2 PASUES10,0140,001,722515,,72,722,7225,72251,,COLONIA,2017-03,090170001
11,09003722219013001011003311S1,6795055,STARBUCKS,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,DIVISIÓN DEL NORTE,34344,,COL. NUEVA ORIENTAL COAPA,14300,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.13799401,19.31444168,,,,1410,004,722515,,72,722,7225,72251,,COLONIA,2017-03,090030001
12,09004722110000323122003311S3,6318008,STARBUCKS  COFFE,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,AVENIDA,JOSÉ MARÍA CASTORENA,320,,VILLAS DE CUAJIMALPA,05200,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.29154281,19.36056550,,,,0354,009,722515,,72,722,7225,72251,,COLONIA,2010-07,090040001
13,09010722515004581000003311S9,7898463,STARBUCKS  SANTA FE II  38150,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,CIRCUITO,GUILLERMO GONZÁLEZ CAMARENA,1500,1,SANTA FÉ,01210,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.26501631,19.36533973,,,,1542,049,722515,,72,722,7225,72251,,COLONIA,2019-11,090100001
14,09017722219015671001003311S9,6795104,STARBUCKS 102,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,CALLE,SONORA,0,,PEÑÓN DE LOS BAÑOS,15620,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.07070673,19.42944243,AEROPUERTO,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO,SN,0140,001,722515,,72,722,7225,72251,,COLONIA,2017-03,090170001
15,09014722219016131011003311S0,6795105,STARBUCKS 109,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,AVENIDA,INSURGENTES SUR,729,,NAPOLES,03810,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.17305090,19.39252695,,,,0384,019,722515,,72,722,7225,72251,,COLONIA,2017-03,090140001
16,09010722219000781021003311S8,6319397,STARBUCKS 122,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,CALLE,GUILLERMO GONZÁLEZ CAMARENA,2000,,CENTRO DE CIUDAD SANTA FE,01210,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.26294668,19.36748226,,,,1542,038,722515,,72,722,7225,72251,,COLONIA,2010-07,090100001
17,09010722219008981001003311S6,6795112,STARBUCKS 125,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,CALLE,CALLE DE LA PAZ,14,14,SAN ÁNGEL,01000,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.18852718,19.34691978,,,,1203,017,722515,,72,722,7225,72251,,COLONIA,2017-03,090100001
18,09016722219012571000003311S6,6795113,STARBUCKS 127,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,CALLE,COFRE DE PEROTE,230,,LOMAS DE CHAPULTEPEC,11010,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.22347955,19.42662623,,,,0853,002,722515,,72,722,7225,72251,,COLONIA,2017-03,090160001
19,09010722219005561021003311S9,6319414,STARBUCKS 169,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,ALTAVISTA,147,,SAN ANGEL INN,01060,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.19668004,19.34927838,,,,1114,004,722515,,72,722,7225,72251,,COLONIA,2010-07,090100001
20,09003722219006151021003311S3,6319415,STARBUCKS 172,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,AVENIDA DEL IMÁN,151,,PEDREGAL DE CARRASCO,04700,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.16405986,19.30813370,CENTRO Y PLAZA COMERCIAL,GRAN SUR,SN,1641,036,722515,,72,722,7225,72251,,COLONIA,2010-07,090030001
21,09004722219000231011003311S7,6319417,STARBUCKS 175,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,CALLE,CARRETERA AL OLIVO,22,,VISTA HERMOSA,05109,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.27764446,19.37344811,,,,0405,012,722515,,72,722,7225,72251,,COLONIA,2010-07,090040001
22,09015722219033581010003311S2,6795610,STARBUCKS 187,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,CALLE,TLAXCALA,209,,HIPODROMO,06100,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.16256339,19.40819545,,,,1360,003,722515,,72,722,7225,72251,,COLONIA,2017-03,090150001
23,09016722219006461020003311S8,6310332,STARBUCKS 188,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,AVENIDA,PASEO DE LAS PALMAS,765,,LOMAS DE CHAPULTEPEC,11000,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.21638334,19.42896097,,,,0834,004,722515,,72,722,7225,72251,,COLONIA,2010-07,090160001
24,09004722219000881121003311S9,6319419,STARBUCKS 189,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,MÉXICO-TOLUCA,1235,,SANTA FE,05109,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.27602637,19.35831816,,,,0369,077,722515,,72,722,7225,72251,,COLONIA,2014-12,090040001
25,09016722219009802011003311S0,6232156,STARBUCKS 191,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,AVENIDA,PRESIDENTE MASARYK,39,,CHAPULTEPEC MORALES,11570,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.18285309,19.43137066,,,,068A,009,722515,,72,722,7225,72251,,COLONIA,2010-07,090160001
26,09015722110000501021003311S0,6318222,STARBUCKS 203,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,PASEO DE LA REFORMA,69,,TABACALERA,06030,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.15419746,19.43360342,,,,0729,001,722515,,72,722,7225,72251,,COLONIA,2010-07,090150001
27,09005722219013361020003311S4,6310336,STARBUCKS 205,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,CALLE,COLECTOR 13,280,,MAGDALENA DE LAS SALINAS,07760,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.13141098,19.48704068,,,,1256,012,722515,,72,722,7225,72251,,COLONIA,2010-07,090050001
28,09005722219016711021003311S7,6310337,STARBUCKS 207,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,CALLE,COLECTOR 13,280,,MAGDALENA DE LAS SALINAS,07760,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.13143479,19.48704608,,,,1256,012,722515,,72,722,7225,72251,,COLONIA,2010-07,090050001
29,09003722219013021011003311S9,6795611,STARBUCKS 208,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,AVENIDA,MIGUEL ÁNGEL DE QUEVEDO,624,,VILLA COYOACAN,04000,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.16707503,19.34515539,,,,0130,024,722515,,72,722,7225,72251,,COLONIA,2017-03,090030001
30,09016722219005671021003311S3,6310338,STARBUCKS 219,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,AVENIDA,MIGUEL DE CERVANTES SAAVEDRA,397,,IRRIGACION,11500,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.20611483,19.44030556,,,,0444,007,722515,,72,722,7225,72251,,COLONIA,2010-07,090160001
31,09002722515000012002003311S6,6319823,STARBUCKS 226,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,EJE VIAL,5 NORTE (DEPORTIVO REYNOSA),990,,SANTA BARBARA,02230,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.17530989,19.50037748,,,,0129,001,722515,,72,722,7225,72251,,COLONIA,2010-07,090020001
32,09016722219000961021003311S3,6310341,STARBUCKS 227,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,PERIFERICO,BOULEVARD MANUEL ÁVILA CAMACHO,50,,LOMAS DE CHAPULTEPEC,11000,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.20580291,19.42988614,,,,0849,010,722515,,72,722,7225,72251,,COLONIA,2010-07,090160001
33,09015722219001581011003311S0,6319423,STARBUCKS 234,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,PASEO DE LA REFORMA,80,,CENTRO DE LA CIUDAD DE MEXICO A,06300,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.15493295,19.43251857,,,,0803,007,722515,,72,722,7225,72251,,COLONIA,2010-07,090150001
34,09003722219009531021003311S3,6319396,STARBUCKS 239,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,AVENIDA,MIGUEL ÁNGEL DE QUEVEDO,287,,ROMERO DE TERREROS,04310,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.17737591,19.34606518,CENTRO Y PLAZA COMERCIAL,OASIS COYOACAN,SN,0249,001,722515,,72,722,7225,72251,,COLONIA,2010-07,090030001
35,09014722515007411000003311S8,8001283,STARBUCKS 38372 FELIX CUEVAS,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,7 SUR (EXTREMADURA),6,0,DEL VALLE CENTRO,03200,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.18255943,19.37469951,,,,0702,003,722515,,72,722,7225,72251,,COLONIA,2019-11,090140001
36,09014722515007421000003311S7,8601694,STARBUCKS 39193 METROPOLI PATRIOTISMO,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,INTERIOR (AVENIDA PATRIOTISMO),229,14,NÁPOLES,03810,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.18104137,19.39596728,,,,0187,026,722515,PLANTA BAJA,72,722,7225,72251,EDIFICIO SIN NOMBRE,COLONIA,2019-11,090140001
37,09007722515016111000003311S7,8779918,STARBUCKS COFEE CAFE Y HELADOS,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,PERIFERICO,CANAL DE GARAY,3278,,UH MIRASOLES,09910,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,,,Fijo,-99.07713564,19.31557305,CENTRO Y PLAZA COMERCIAL,PARQUE LAS ANTENAS,33,390A,004,722515,PISO 2,72,722,7225,72251,CENTRO Y PLAZA COMERCIAL,COLONIA,2019-11,090070001
38,09005722515009481000000000U7,9305840,STARBUCKS COFFE,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,EJE VIAL,4 NORTE (AVENIDA 510),340,,PUEBLO SAN JUAN DE ARAGON,07950,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,SVMX38529@STARBUCKS.COM.MX,,Fijo,-99.08438681,19.46480973,,,,2131,009,722515,,72,722,7225,72251,,COLONIA,2020-11,090050001
39,09015722511016671000000000U2,9288551,STARBUCKS COFFE,STARBUCKS COFFE ,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,FRANCISCO I. MADERO,42,,CENTRO,06000,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,,Fijo,-99.13676052,19.43354351,,,,0767,011,722511,,72,722,7225,72251,,COLONIA,2020-11,090150001
40,09014722515003552002003311S3,6709125,STARBUCKS COFFE,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,AVENIDA,UNIVERSIDAD,1046,,XOCO,03330,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.16762599,19.36605237,CENTRO Y PLAZA COMERCIAL,PATIO UNIVERSIDAD,SN,0952,005,722515,,72,722,7225,72251,,COLONIA,2016-01,090140001
41,09015722515000743001003311S8,891137,STARBUCKS COFFE,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,CALLE,REPÚBLICA DE URUGUAY,51,,CENTRO,06000,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.13708628,19.43059585,,,,0818,002,722515,PLANTA BAJA,72,722,7225,72251,EDIFICIO SIN NOMBRE,COLONIA,2014-12,090150001
42,09014722515007512000003311S3,9230064,STARBUCKS COFFE MEXICO TORRE ORIGAMI,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,AVENIDA,Insurgentes Sur,1460,0,ACTIPAN,03230,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,STARBUCKS.COM.MX,Fijo,-99.17939059,19.36828729,CENTRO Y PLAZA COMERCIAL,origami,,0929,012,722515,,72,722,7225,72251,,COLONIA,2020-04,090140001
43,09014722515007561000000000U0,9286697,STARBUCKS COFFEE,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,CALZADA,CALZADA DE TLALPAN,962,,NATIVITAS,03500,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,,Fijo,-99.13930209,19.38364707,,,,051A,022,722515,,72,722,7225,72251,,COLONIA,2020-11,090140001
44,09004722515002132000003311S6,9228785,STARBUCKS COFFEE,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,AVENIDA,AVENIDA LUIS BARRAGAN,0,,LOMAS DE SANTA FE,01219,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,,,Fijo,-99.26451535,19.35759341,,,,0369,002,722515,,72,722,7225,72251,,COLONIA,2020-04,090040001
45,09004722515001143000000000S4,8152714,STARBUCKS COFFEE,ASESORIA Y PRESTACIONES SA DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",11 a 30 personas,AUTOPISTA,MEXICO-TOLUCA,1235,1,SANTA FE CUAJIMALPA,05348,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,SANTAFEIMAX@STARBUCKS.COM.MX,WWW.STARBUCKSCOFFEEMEXICO.COM,Fijo,-99.27485361,19.35900822,,,,0369,001,722515,OTRO (ESPECIFIQUE),72,722,7225,72251,ZENTRIKA,COLONIA,2019-11,090040001
46,09016722219005361021003311S1,6310335,STARBUCKS COFFEE,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,HORACIO,326,,POLANCO,11560,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.18672649,19.43314928,,,,0675,004,722515,,72,722,7225,72251,,COLONIA,2010-07,090160001
47,09016722515003162002003311S6,6716973,STARBUCKS COFFEE,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",6 a 10 personas,AVENIDA,EJÉRCITO NACIONAL MEXICANO,483,,GRANADA,11520,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.20451513,19.43863652,,,,0444,013,722515,,72,722,7225,72251,,COLONIA,2016-01,090160001
48,09015722110007121001003311S0,6794928,STARBUCKS COFFEE,CAFE SIRENA S DE RL DE CV,"Cafeterías, fuentes de sodas, neverías, refresquerías y similares",0 a 5 personas,CALLE,FRAY PEDRO DE GANTE,4,,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,TUOPINION@STARBUCKS.COM.MX,WWW.STARBUCKS.COM.MX,Fijo,-99.13939460,19.43323007,,,,0767,004,722515,,72,722,7225,72251,,COLONIA,2017-03,090150001
