,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,AGEB,Manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,Fecha_Alta,AreaGeo
17,19039462111000815100002514S4,6364748,SUPERAMA GRAND POLANCO 3481,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,CALLE,MIGUEL DE CERVANTES SAAVEDRA,380,,GRANADA,11500,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM.MX,WWW.WALTMART.COM,Fijo,-99.19552341,19.44074686,,,,0552,001,462111,,46,462,4621,46211,,COLONIA,2014-12,090160001
18,09016462111000206000002514S6,6324495,SUPERAMA HOMERO 3832,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,AVENIDA,HOMERO,310,,CHAPULTEPEC MORALES,11560,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.18626143,19.43529316,,,,0675,002,462111,,46,462,4621,46211,,COLONIA,2010-07,090160001
19,09016462111000296001002514S7,6324483,SUPERAMA HORACIO 3811,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,AVENIDA,HORACIO,603,,CHAPULTEPEC MORALES,11570,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.18980908,19.43356469,,,,0660,005,462111,,46,462,4621,46211,,COLONIA,2010-07,090160001
20,09014462111000256002002514S6,6324494,SUPERAMA INDIANA 3834,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,CALLE,MAXIMINO A CAMACHO,32,,DE LOS DEPORTES,03710,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.17729334,19.38403255,,,,0577,030,462111,,46,462,4621,46211,,COLONIA,2010-07,090140001
21,09012462111000183001002514S6,6316783,SUPERAMA INSURGENTES LA JOYA 3177,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALZADA,INSURGENTES SUR,4120,,TLALPAN CENTRO,14000,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALMART.COM.MX,Fijo,-99.17407583,19.28219840,,,,1015,004,462111,,46,462,4621,46211,,COLONIA,2013-07,090120001
22,09012462111000245001002514S3,6323856,SUPERAMA JARDINES EN LA MONTAÑA 2830,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,BOULEVARD,PICACHO AJUSCO,8,,JARDINES EN LA MONTAÑA,14210,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALTMART.COM,Fijo,-99.20998123,19.29926774,,,,2070,031,462111,,46,462,4621,46211,,COLONIA,2010-07,090120001
23,09016462111000011000002514S0,6324491,SUPERAMA LILAS 3841,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALLE,Paseo de las Lilas,92,0,LOMAS DE BEZARES,05120,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALMART.COM.MX,Fijo,-99.24794396,19.38759267,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL PLAZA LILAS,,1300,012,462111,,46,462,4621,46211,,COLONIA,2010-07,090160001
24,09005462111000286000002514S1,6324484,SUPERAMA LINDAVISTA 3821,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,AVENIDA,MONTEVIDEO,360,,LINDAVISTA,07300,"GUSTAVO A. MADERO, Gustavo A. Madero, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.13373019,19.49061446,,,,1097,017,462111,,46,462,4621,46211,,COLONIA,2010-07,090050001
25,09010462210000152001002514S5,6697607,SUPERAMA LORETO 5462,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,AVENIDA,REVOLUCION,1817,,SAN ANGEL,01090,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.24225925,19.38056007,,,,0313,045,462111,,46,462,4621,46211,,COLONIA,2016-01,090100001
26,09016462111000336000002514S1,6307223,SUPERAMA LOS MORALES 3828,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,AVENIDA,HORACIO,1740,,REFORMA MORALES,11560,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,RAFEL.MIRAMON@WALMART.COM,,Fijo,-99.20905424,19.43530154,,,,0637,030,462111,,46,462,4621,46211,,COLONIA,2013-07,090160001
27,09008462111000026000002514S5,6315276,SUPERAMA LUIS CABRERA 3837,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,AVENIDA,CONTRERAS,386,,SAN JERONIMO LIDICE,10200,"LA MAGDALENA CONTRERAS, La Magdalena Contreras, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.22191574,19.32157006,,,,0194,025,462111,,46,462,4621,46211,,COLONIA,2010-07,090080001
28,09014462111000333000002514S3,6316829,SUPERAMA MAYORAZGO 3397,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,CALLE,REAL MAYORAZGO,130,,XOCO,03330,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALMART.COM.MX,Fijo,-99.16823273,19.36066794,,,,0967,003,462111,,46,462,4621,46211,,COLONIA,2013-07,090140001
29,09015462111000386001002514S8,6304689,SUPERAMA MICHOACAN 3820,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,11 a 30 personas,AVENIDA,MICHOACAN,38,,HIPODROMO CONDESA,06170,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.17118057,19.41145291,,,,1197,011,462111,,46,462,4621,46211,,COLONIA,2010-07,090150001
30,09014462111000206000002514S1,6324486,SUPERAMA NARVARTE 3812,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALLE,PEDRO ROMERO DE TERREROS,1461,,NARVARTE,03020,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALMART.COM.MX,Fijo,-99.15396669,19.39366565,,,,0261,001,462111,,46,462,4621,46211,,COLONIA,2010-07,090140001
31,09007462111000151000002514S3,6324634,SUPERAMA OLIPLAZA 1492,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,CIRCUITO,INTERIOR RIO CHURUBUSCO,583,,POPULAR,09060,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.12225446,19.36904142,,,,0676,007,462111,,46,462,4621,46211,,COLONIA,2012-06,090070001
32,09015462111000366000002514S0,6304692,SUPERAMA PACHUCA 3809,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALLE,PACHUCA,99,,CONDESA,06140,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,RAFAE.MIRAMON@WALMART.COM,WWW.WALMART.COM.MX,Fijo,-99.17773423,19.41525374,,,,1178,007,462111,,46,462,4621,46211,,COLONIA,2010-07,090150001
33,09016462111000306000002514S4,6310147,SUPERAMA PARQUES POLANCO 3025,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALLE,Lago Alberto,320,0,GRANADA,11520,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.18482616,19.43991742,CENTRO Y PLAZA COMERCIAL,CENTRO COMERCIAL PARQUE POLANCO,,0478,003,462111,,46,462,4621,46211,,COLONIA,2010-07,090160001
34,09003462111000404000002514S5,8608424,SUPERAMA PASEO DE TAXQUEÑA 3199,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,CALZADA,TAXQUEÑA,1752,,PASEOS DE TAXQUEÑA,04290,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALMART.COM,Fijo,-99.12683899,19.33929687,,,,0342,003,462111,,46,462,4621,46211,,COLONIA,2019-11,090030001
35,09003462111000106000002514S6,6324497,SUPERAMA PATIO PEDREGAL 3840,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,BOULEVARD,Boulevard Adolfo Ruíz Cortines,5270,0,SANTA URSULA,04850,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.17284788,19.30295522,CENTRO Y PLAZA COMERCIAL,PLAZA COMERCIAL SIN NOMBRE,,1798,022,462111,,46,462,4621,46211,,COLONIA,2010-07,090030001
36,09010462111000145000002514S9,6324490,SUPERAMA PEDREGAL 3816,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,AVENIDA,SAN JERONIMO,273,,LORETO Y CAMPAMENTO,01090,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALAMRT.COM,,Fijo,-99.19903037,19.33461185,,,,1241,014,462111,,46,462,4621,46211,,COLONIA,2010-07,090100001
37,09012462111000126000002514S5,6315222,SUPERAMA PERIFERICO 3827,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALZADA,DE TLALPAN,4467,,TORIELLO GUERRA,14050,"TLALPAN, Tlalpan, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.15489925,19.29568538,,,,0430,006,462111,,46,462,4621,46211,,COLONIA,2010-07,090120001
38,09014462111000395000002514S2,6317411,SUPERAMA POPOCATEPETL 3479,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,AVENIDA,POPOCATEPELT,546,,XOCO,03330,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALTMART.COM,Fijo,-99.16505420,19.36999685,,,,0825,001,462111,,46,462,4621,46211,,COLONIA,2014-12,090140001
39,09014462111000196002002514S4,6314905,SUPERAMA REVOLUCION 3818,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,51 a 100 personas,AVENIDA,REVOLUCION,1151,,MIXCOAC,03910,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALMART.COM.MX,Fijo,-99.18910128,19.36467308,,,,0882,009,462111,,46,462,4621,46211,,COLONIA,2010-07,090140001
40,09014462111000246000002514S7,6314484,SUPERAMA RIO CHURUBUSCO 3842,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALLE,AJUSCO,126,,PORTALES,03300,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.15262956,19.35817381,,,,0990,023,462111,,46,462,4621,46211,,COLONIA,2010-07,090140001
41,09015462111000346000002514S2,6324481,SUPERAMA SENA 3810,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALLE,RIO BALSAS,23,,CUAUHTEMOC,06500,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALMART.COM.MX,Fijo,-99.16784632,19.43342808,,,,0822,024,462111,,46,462,4621,46211,,COLONIA,2010-07,090150001
42,09004462111000026000002514S4,6316099,SUPERAMA STA FE 3881,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,AVENIDA,TAMAULIPAS,3000,,LOMAS DE SANTA FE,05340,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.27616963,19.35567894,,,,0369,003,462111,,46,462,4621,46211,,COLONIA,2010-07,090040001
43,09016462111000276000002514S9,6324492,SUPERAMA VIRREYES 3830,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALLE,FRANCISCO AGUILAR Y SEIJAS,123,,MOLINO DEL REY 19.422290 99.205590,11040,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.20666208,19.42127384,,,,0995,008,462111,,46,462,4621,46211,,COLONIA,2010-07,090160001
44,09004462111000036000002514S3,6316118,SUPERAMA VISTAHERMOSA 3921,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,AVENIDA,NOCHE DE PAZ,38,,NAVIDAD,05249,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,WWW.WALMART.COM.MX,Fijo,-99.27879188,19.37323054,,,,041A,039,462111,,46,462,4621,46211,,COLONIA,2010-07,090040001
45,09014462111000356000002514S4,6316828,SUPERAMA WTC DAKOTA 3480,NUEVA WAL MART DE MEXICO S DE RL DE CV,Comercio al por menor en supermercados,101 a 250 personas,CALLE,DAKOTA,95,,NAPOLES,03810,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,RAFAEL.MIRAMON@WALMART.COM,,Fijo,-99.17462867,19.39529188,,,,0204,010,462111,,46,462,4621,46211,,COLONIA,2012-06,090140001
