,CLEE,Id,Nombre,Razon_social,Clase_actividad,Estrato,Tipo_vialidad,Calle,Num_Exterior,Num_Interior,Colonia,CP,Ubicacion,Telefono,Correo_e,Sitio_internet,Tipo,Longitud,Latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,AGEB,Manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,Fecha_Alta,AreaGeo
10,09015722511000843001045326M5,877509,SUSHI ROLL,SUSHI LAB SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,EJE VIAL,1 NORTE (MOSQUETA),259,,BUENAVISTA,06350,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",5555668166,FORUMBURENAVISTA@SHUSHIIROLL.MXWW,WWW.SUSHIROLLOFICIAL,Fijo,-99.15236972,19.44687238,,,,049A,001,722511,SOTANO 2,72,722,7225,72251,NIVEL 2,COLONIA,2010-07,090150001
11,09015722511000593000045326S6,896268,SUSHI ROLL,SUSHI LAB SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,MICHOACAN,149,,CONDESA,06140,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",5591308347,,WWW.SUSHIROLL.COM.MX,Fijo,-99.17751353,19.41148859,,,,1318,020,722511,,72,722,7225,72251,,COLONIA,2014-12,090150001
12,09017722219014092000000000U9,663452,SUSHI ROLL,WASABE ALIMENTOS SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,CALLE,SONORA,1,,PEÃ‘ON DE LOS BAÃ‘OS,15620,"VENUSTIANO CARRANZA, Venustiano Carranza, CIUDAD DE MÉXICO",5543676421,,,Fijo,-99.07933460,19.41828000,AEROPUERTO,AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO BENITO JUAREZ,6,0140,001,722511,PISO 1,72,722,7225,72251,AEROPUERTO,COLONIA,2014-12,090170001
13,09002722511000543000046696S9,680623,SUSHI ROLL,OPERADORA DE ALIMENTOS MANJU SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,AQUILES SERDAN,1025,,EL ROSARIO,02100,"AZCAPOTZALCO, Azcapotzalco, CIUDAD DE MÉXICO",5553941975,,WWW.SUSHIROLL.COM.MX,Fijo,-99.20521224,19.50302436,CENTRO Y PLAZA COMERCIAL,TOWN CENTER EL ROSARIO,CR 01B,0928,009,722511,PISO 2,72,722,7225,72251,CENTRO Y PLAZA COMERCIAL,COLONIA,2014-12,090020001
14,09007722511000174001000000U2,714846,SUSHI ROLL,UN JAPONÉS MUY MEXICANO SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,4 Oriente (Río Churubusco),1635,135,AREA FEDERAL CENTRAL DE ABASTOS,09040,"IZTAPALAPA, Iztapalapa, CIUDAD DE MÉXICO",5591291045,SUSHIROLLPLAZACENTRAL@GMAIL.COM,WWW.SUSHIROLLO.COM,Fijo,-99.09569275,19.37864473,CENTRO Y PLAZA COMERCIAL,PLAZA CENTRAL,135,2475,010,722511,PISO 1,72,722,7225,72251,PISO 1 LOCAL 135,COLONIA,2014-12,090070001
15,09014722511008263000038049S1,8331839,SUSHI ROLL,AKAR LINEA DE ALIMENTOS SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,PATRIOTISMO,229,,SAN PEDRO DE LOS PINOS,03800,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,CEDAW13@HOTMAIL.COM,,Fijo,-99.18102935,19.39601616,CENTRO Y PLAZA COMERCIAL,METROPOLI PATRIOTISMO,FC 03,0187,026,722511,,72,722,7225,72251,,COLONIA,2019-11,090140001
16,09014722516000383000046696M4,8392207,SUSHI ROLL,OPERADORA DE ALIMENTOS MANJU SA DE CV,Restaurantes de autoservicio,11 a 30 personas,AVENIDA,INSURGENTES SUR,1457,,INSURGENTES MIXCOAC,03920,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,MANACAR@SUSHIROLL.MX,WWW.SUSHIROLL.MX,Fijo,-99.18082789,19.36853594,CENTRO Y PLAZA COMERCIAL,TORRE MANACAR,F03,0793,023,722516,SOTANO 1,72,722,7225,72251,CENTRO Y PLAZA COMERCIAL,COLONIA,2019-11,090140001
17,09014722511004904000000000S4,8459122,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALZADA,CALZADA DE TLALPAN,564,,LA MODERNA,03510,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,C.TLALPAN@SUSHIROLL.MX,,Fijo,-99.13712442,19.39774566,,,,0149,006,722511,,72,722,7225,72251,,COLONIA,2019-11,090140001
18,09010722511005681000000000U5,9279889,SUSHI ROLL,GRUPO GASTROMICA MANTALA SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,0 a 5 personas,CALLE,GUILLERMO GONZALEZ CAMARENA,900,,ZEDEC SANTA FE,01210,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.MX,Fijo,-99.26334055,19.36600238,,,,1542,049,722511,,72,722,7225,72251,,COLONIA,2020-11,090100001
19,09014722110002553001021918S2,6258507,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,INSURGENTES SUR,1216,0,DEL VALLE,03100,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.17787519,19.37646582,,,,0717,011,722511,,72,722,7225,72251,,COLONIA,2014-12,090140001
20,09010722110000853001052693M6,6714469,SUSHI ROLL,BLOWFISH SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,INSURGENTES SUR,1971,,GUADALUPE INN,01020,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",56634761,PLAZAINN@SUSHIROL.MX,,Fijo,-99.18619799,19.35185783,,,,1059,011,722511,,72,722,7225,72251,,COLONIA,2016-01,090100001
21,09016722511004463001021918S6,6864740,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,INTERIOR (CALZADA MELCHOR OCAMPO),193,0,VERONICA DE ANZURES,11300,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.17060848,19.43520398,,,,0603,021,722511,,72,722,7225,72251,,COLONIA,2019-04,090160001
22,09008722511000525000021918S3,6864741,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,MÉXICO CONTRERAS,300,0,SAN JERONIMO LIDICE,10200,"LA MAGDALENA CONTRERAS, La Magdalena Contreras, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.21413099,19.32860053,,,,0086,008,722511,,72,722,7225,72251,,COLONIA,2019-04,090080001
23,09010722511002734001021918S5,6864828,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,AVENIDA,LAS FUENTES,425,0,JARDINES DEL PEDREGAL,01900,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.21101753,19.31906783,,,,1260,017,722511,,72,722,7225,72251,,COLONIA,2019-04,090100001
24,09016722511004353000021918S9,6864829,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,CONSTITUYENTES,268,0,DANIEL GARZA,11830,"MIGUEL HIDALGO, Miguel Hidalgo, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.19421198,19.41083821,,,,1014,015,722511,,72,722,7225,72251,,COLONIA,2019-04,090160001
25,09014722511004364001021918S1,6864830,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,INSURGENTES SUR,822,0,DEL VALLE,03104,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.17373233,19.38923224,,,,0223,011,722511,,72,722,7225,72251,,COLONIA,2019-04,090140001
26,09014722511004373001021918S2,6864831,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,CALLE,MANZANAS,56,0,DEL VALLE,03100,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.17746084,19.37633981,,,,0717,012,722511,,72,722,7225,72251,,COLONIA,2019-04,090140001
27,09014722511004392001021918S2,6864832,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,101 a 250 personas,AVENIDA,CUAUHTEMOC,462,,NARVARTE,03020,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.15537692,19.40329884,,,,0026,021,722511,,72,722,7225,72251,,COLONIA,2019-04,090140001
28,09014722511004354001021918S2,6878330,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,CASA DEL OBRERO MUNDIAL,296,0,PIEDAD NARVARTE,03100,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.15971160,19.40164245,,,,0011,005,722511,,72,722,7225,72251,,COLONIA,2019-04,090140001
29,09015722511009814001021918S7,6879213,SUSHI ROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,51 a 100 personas,AVENIDA,5 DE MAYO,15,0,CENTRO,06010,"CUAUHTÉMOC, Cuauhtémoc, CIUDAD DE MÉXICO",,,WWW.SUSHIROLL.COM.MX,Fijo,-99.13921121,19.43447750,,,,0767,001,722511,,72,722,7225,72251,,COLONIA,2019-04,090150001
30,09010722516000134011000000U9,927299,SUSHI ROLL GRANA SAN FRANCISCO,GRUPO GASTRONOMICO MONTALA SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,DESIERTO DE LOS LEONES,5525,1,ALCANTARILLA,01729,"ÁLVARO OBREGÓN, Álvaro Obregón, CIUDAD DE MÉXICO",5554250358,GRANSANFRANCISCO@SUSHIROLL.MX,WWW.SUSHIROLL.COM.MX,Fijo,-99.24262469,19.33865379,,,,1843,029,722511,,72,722,7225,72251,,COLONIA,2014-12,090100001
31,09003722511001004000000000U9,909938,SUSHI ROLL PEDREGAL,PERIROLL SAPI DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,31 a 50 personas,CALLE,LADERA,16,,JARDINES DEL PEDREGAL DE SAN ANGEL,04500,"COYOACÁN, Coyoacán, CIUDAD DE MÉXICO",5556524590,PEDREGAL@SUSHIROLL.MX,,Fijo,-99.20215935,19.30523982,CENTRO Y PLAZA COMERCIAL,PLAZA ACORA PEDREGAL,E,1105,023,722511,PLANTA BAJA,72,722,7225,72251,,COLONIA,2014-12,090030001
32,09004722511000802001000000U5,6737777,SUSHI@ROLL,GRUPO GASTRONOMICO MANTALA SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,AVENIDA,STIM,1312,,BOSQUES DE REFORMA,05129,"CUAJIMALPA DE MORELOS, Cuajimalpa de Morelos, CIUDAD DE MÉXICO",,,,Fijo,-99.25980779,19.38991282,,,,0180,037,722511,,72,722,7225,72251,,COLONIA,2016-10,090040001
33,09014722511008223000021918S5,8802653,SUSHIROLL,SUSHI ROLL SA DE CV,Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida,11 a 30 personas,EJE VIAL,CENTRAL (LÁZARO CÁRDENAS),911,0,VERTIZ NARVARTE,03600,"BENITO JUÁREZ, Benito Juárez, CIUDAD DE MÉXICO",5556741281,WWFSC@SUSHIROLL.COM.MX,WWW.SUSHIROLL.COM.MX,Fijo,-99.14781949,19.38266674,EDIFICIO COMERCIAL Y DE SERVICIOS,,,0454,005,722511,,72,722,7225,72251,,COLONIA,2019-11,090140001
